"pris","vej","vejnr","postnr","by","kvmpris","størrelse","mdudg","grund","værelser","liggetid","opført"
"895.000 kr.","loenbjergvaenget","16","4000","roskilde","26.890","135","3.964","902","4","1 dag","1971"
"695.000 kr.","vestergade","62","6705","esbjerg","14.233","92","1.682","418","4","1 dag","1955"
"1.750.000 kr.","oestparken","85","5220","odense","17.082","125","1.766","1.128","4","1 dag","1968"
"11.495.000 kr.","kongehoej","164","6600","vejen","17.097","207","2.485","889","6","1 dag","2015"
"2.795.000 kr.","viby-alle","5","2770","kastrup","36.683","122","3.823","650","5","1 dag","1954"
"4.495.000 kr.","rolfsgade","131","6700","esbjerg","21.761","177","3.122","334","6","1 dag","1929"
"895.000 kr.","skelbaekvej","16","6710","esbjerg","12.783","210","2.967","1.545","6","1 dag","1965"
"1.145.000 kr.","hoejevej","20","6900","skjern","3.840","97","1.207","921","5","1 dag","1947"
"1.698.000 kr.","strandvejen","296","3070","snekkersten","49.667","176","6.043","404","7","1 dag","1907"
"3.495.000 kr.","ternevej","1","4720","praestoe","14.499","140","2.405","947","5","1 dag","1977"
"17.895.000 kr.","oestervang","13","7160","toerring","7.881","182","1.952","999","6","1 dag","1978"
"7.995.000 kr.","ole-borchs-vej","35","2500","valby","53.156","120","6.435","842","5","2 dag","1935"
"1.975.000 kr.","vaerebrovej","103","2880","bagsvaerd","41.727","126","4.933","1.200","5","2 dag","1966"
"1.345.000 kr.","soevang","16","2970","hoersholm","48.144","161","7.614","1.273","6","2 dag","1967"
"2.095.000 kr.","moellevangsvej","5","8883","gjern","8.085","207","2.514","902","7","2 dag","1970"
"995.000 kr.","soevang","9","2970","hoersholm","55.718","158","6.732","1.006","5","2 dag","1968"
"2.495.000 kr.","koralvej","13","8700","horsens","14.199","137","2.177","800","5","2 dag","1973"
"1.275.000 kr.",NA,NA,NA,NA,"11.095","315","1.808","3.109","9","2 dag","1900"
"795.000 kr.","godthaabvej","3","8500","grenaa","6.695","149","1.312","5.150","5","2 dag","1906"
"4.650.000 kr.","lodsstraede","8","2791","dragoer","64.784","154","6.039","273","5","2 dag","1963"
"595.000 kr.","boegevej","4","2740","skovlunde","26.626","127","5.202","906","3","2 dag","1942"
"1.145.000 kr.","vestergade","11","0","9632","6.862","145","1.181","484","2","2 dag","1943"
"995.000 kr.","ludvig-hegners-alle","20","2630","taastrup","41.889","164","3.644","758","4","2 dag","2014"
"1.365.000 kr.","baermosehoejen","3","8380","trige","26.761","142","2.380","883","4","2 dag","2017"
"3.995.000 kr.","nyvej","11","1851","frederiksberg","107.407","540","20.835","1.395","11","2 dag","1927"
"2.495.000 kr.","kamma-rahbeks-vej","29","8230","aabyhoej","52.698","120","3.379","665","3","2 dag","1969"
"3.195.000 kr.","krogen","15","4700","naestved","14.630","140","2.506","772","5","2 dag","1973"
"3.895.000 kr.","lilholtsgade","14","9850","hirtshals","6.285","144","1.364","374","5","2 dag","1918"
"1.995.000 kr.","horsekilden","1","4000","roskilde","26.186","113","3.655","764","4","2 dag","1966"
"19.995.000 kr.","mimersvej","29","8920","randers","9.742","130","2.398","759","5","2 dag","1962"
"695.000 kr.","soeboetkers-alle","3","2900","hellerup","106.413","178","8.530","568","5","2 dag","1901"
"2.898.000 kr.","vaenget","14","3630","jaegerspris","15.950","160","2.845","1.159","4","2 dag","1963"
"2.298.000 kr.","overgaardsalle","31","7900","nykoebing","13.536","128","2.503","925","5","2 dag","2015"
"10.995.000 kr.","laesoegade","10","9740","jerslev","10.621","258","2.246","1.196","4","2 dag","2019"
"1.895.000 kr.","vinkelvej","16","9640","farsoe","6.548","117","1.380","936","3","2 dag","1979"
"1.895.000 kr.","thit-jensens-vej","54","7430","ikast","14.749","195","2.374","831","6","2 dag","1977"
"12.950.000 kr.","brusenvej","3","7500","holstebro","12.611","280","2.429","15.001","10","2 dag","1922"
"1.995.000 kr.","lindelundsvej","13","2650","hvidovre","33.457","117","4.507","756","4","2 dag","1958"
"3.995.000 kr.","thors-alle","18","4673","roedvig","17.534","139","2.592","1.301","3","2 dag","2016"
"4.198.000 kr.","havbakken","19","6710","esbjerg","19.516","100","2.286","784","4","2 dag","1964"
"6.495.000 kr.","firkloevervej","1","4671","stroeby","10.528","174","2.252","720","5","2 dag","1966"
"2.795.000 kr.","linalyst","45","9610","noerager","7.393","145","1.633","784","5","2 dag","1984"
"2.195.000 kr.","ribevej","21","6650","broerup","5.637","80","1.414","908","3","2 dag","1961"
"2.695.000 kr.","kildemarksvej","38","4700","naestved","15.170","169","3.102","876","5","2 dag","1926"
"2.150.000 kr.","niels-bohrs-alle","36","2860","soeborg","40.272","216","5.953","880","6","2 dag","1903"
"2.850.000 kr.","frederiksdal-alle","111","7800","skive","14.816","138","2.229","970","5","2 dag","1963"
"3.995.000 kr.","mimosevej","3","4920","soellested","6.669","121","1.622","868","4","2 dag","1974"
"3.595.000 kr.","kirkevej","24","5943","strynoe","10.679","165","1.785","2.428","4","2 dag","1915"
"575.000 kr.","ahornvej","3","4220","korsoer","9.794","137","2.230","805","4","2 dag","1971"
"4.650.000 kr.","christianslund","46","8300","odder","20.646","198","3.435","812","6","2 dag","1976"
"1.395.000 kr.","borgergade","121","6752","glejbjerg","3.182","110","1.405","378","3","2 dag","1922"
"7.900.000 kr.","jyllingevej","110","2720","vanloese","22.194","144","5.986","667","5","2 dag","1930"
"3.995.000 kr.","vestergade","100","9700","broenderslev","3.985","155","1.559","779","3","2 dag","1947"
"2.795.000 kr.","selveje-alle","6","2500","valby","67.525","119","5.934","324","5","2 dag","1906"
"7.495.000 kr.","bakkegaards-alle","74","5550","langeskov","16.063","144","2.442","1.020","5","2 dag","2006"
"1.395.000 kr.","gaerdetoften","19","8920","randers","10.093","237","3.029","769","8","2 dag","1972"
"550.000 kr.","hanningvej","7","6900","skjern","3.654","166","1.313","1.174","6","2 dag","1957"
"995.000 kr.","stien","2","7100","vejle","21.633","236","3.999","1.058","7","2 dag","2009"
"4.495.000 kr.","mysundevej","4","7500","holstebro","14.645","126","1.987","394","4","2 dag","1905"
"45.000.000 kr.","aaskraenten","38","6710","esbjerg","10.657","193","2.644","979","7","2 dag","1972"
"6.795.000 kr.",NA,NA,NA,NA,"67.334","144","4.581","796","4","2 dag","1970"
"11.000.000 kr.","hoejvang","5","5270","odense","13.578","166","2.623","798","6","2 dag","1930"
"1.898.000 kr.","lucernemarken","2","6771","gredstedbro","7.630","208","1.889","907","8","2 dag","1973"
"1.100.000 kr.","ingolfs-have","4","4690","haslev","24.028","267","3.794","1.037","5","2 dag","2016"
"1.495.000 kr.","goegeurten","38","7500","holstebro","17.409","212","2.593","859","6","2 dag","1999"
"6.500.000 kr.","praestevaenget","10","6040","egtved","11.491","89","2.097","686","3","2 dag","1947"
"595.000 kr.","liljevej","4","8766","noerre","5.623","122","1.469","795","4","2 dag","1969"
"945.000 kr.","graesmarken","28","5260","odense","24.767","126","2.649","530","5","2 dag","1985"
"3.295.000 kr.","andekaeret","177","5300","kerteminde","16.077","107","2.496","929","4","2 dag","1976"
"1.995.000 kr.","tromsoevej","33","6950","ringkoebing","10.813","134","2.173","1.022","5","2 dag","1979"
"735.000 kr.","aalstrupvej","40","8300","odder","8.191","152","2.801","8.930","5","2 dag","1865"
"475.000 kr.",NA,NA,NA,NA,"45.767","245","6.573","888","10","2 dag","1936"
"1.595.000 kr.","tolstrupvej","12","9670","loegstoer","4.145","146","2.088","1.201","5","2 dag","1968"
"275.000 kr.","aeroevej","17","4600","koege","21.110","125","3.155","838","5","2 dag","1970"
"1.745.000 kr.","vibevej","1","4070","kirke","13.794","118","2.331","1.303","4","2 dag","1966"
"3.200.000 kr.","aastrupvej","15","8500","grenaa","10.640","232","2.220","691","8","2 dag","1936"
"2.695.000 kr.","kirkegade","2","5750","ringe","6.801","189","1.354","390","7","2 dag","1725"
"1.345.000 kr.","groennevangen","24","5750","ringe","11.559","158","2.146","820","5","2 dag","1967"
"5.498.000 kr.","gammel-stillingvej","434","8462","harlev","22.095","180","3.445","985","6","2 dag","1927"
"3.995.000 kr.","anisvej","7","8920","randers","13.094","138","2.173","994","6","2 dag","1984"
"1.695.000 kr.","egebaeksvej","19","5000","odense","32.415","136","2.668","669","4","2 dag","1933"
"2.295.000 kr.","moenvej","76","4720","praestoe","8.639","104","2.897","1.546","3","2 dag","1857"
"1.195.000 kr.","dalengen","26","4040","jyllinge","33.011","157","3.665","735","5","2 dag","2020"
"14.995.000 kr.","stenmarken","4","9492","blokhus","20.930","215","6.143","716","8","2 dag","2023"
"2.195.000 kr.","husemosevej","5","5491","blommenslyst","8.266","111","1.163","1.883","5","2 dag","1820"
"2.795.000 kr.","bredkaervej","108","9760","vraa","5.024","136","1.245","3.418","4","2 dag","1988"
"17.495.000 kr.","stationsvej","8","9970","strandby","8.524","178","1.870","635","6","2 dag","1929"
"2.895.000 kr.","broensbjergvej","32","7120","vejle","34.739","64","3.641","734","3","2 dag","1961"
"2.298.000 kr.","valmuevej","12","8464","galten","22.855","122","2.509","570","4","2 dag","1994"
"1.345.000 kr.","oester-alle","4","7400","herning","10.619","141","1.966","878","5","2 dag","1964"
"395.000 kr.","astersvej","6","4600","koege","30.166","125","3.014","680","5","2 dag","1958"
"945.000 kr.","bellisvej","30","4000","roskilde","22.831","155","3.874","729","6","2 dag","1967"
"4.995.000 kr.","lerpyttervej","40","7700","thisted","8.268","100","1.666","769","2","2 dag","1967"
"1.295.000 kr.","aalborgvej","314","9362","gandrup","8.435","192","1.689","1.278","7","2 dag","1910"
"3.145.000 kr.","elmevej","25","8450","hammel","15.108","154","2.701","701","4","2 dag","1951"
"725.000 kr.","sloerhatten","39","5220","odense","22.885","125","2.373","599","5","2 dag","1981"
"1.295.000 kr.","kummelefort","38","6340","krusaa","8.998","136","1.812","1.131","5","2 dag","1966"
"2.395.000 kr.","raevbakkevej","104","9800","hjoerring","5.537","173","1.285","1.410","4","2 dag","1926"
"2.495.000 kr.","fuglsangvej","47","4892","kettinge","6.287","129","1.321","2.530","5","2 dag","1930"
"3.845.000 kr.","bues-gyde","28","5592","ejby","4.946","109","1.366","1.182","4","2 dag","1900"
"1.495.000 kr.","gammel-hareskovvej","253","3500","vaerloese","38.062","209","5.840","739","4","2 dag","1959"
"1.495.000 kr.","thorkildsgade","54","5000","odense","28.431","131","2.562","559","4","2 dag","1933"
"4.995.000 kr.","anemonevej","7","2820","gentofte","70.039","130","4.756","396","4","2 dag","1906"
"2.495.000 kr.","bavnehoej","46","9210","aalborg","13.380","190","2.810","848","6","2 dag","1975"
"3.398.000 kr.","floejstrupvej","52","7100","vejle","6.912","116","1.587","875","4","2 dag","1975"
"10.950.000 kr.",NA,NA,NA,NA,"7.749","182","2.818","1.115","7","2 dag","1933"
"2.398.000 kr.","soendergade","110","5591","gelsted","4.734","170","2.050","1.001","5","2 dag","1935"
"1.995.000 kr.","gudumvej","55","9260","gistrup","3.827","136","1.553","938","6","2 dag","1927"
"2.695.000 kr.","lyngbyvej","83","8472","sporup","7.587","280","2.531","13.376","5","2 dag","1925"
"3.995.000 kr.","trondheimparken","14","5400","bogense","16.529","210","2.231","907","3","2 dag","2008"
"4.495.000 kr.","kastrupvej","16","4760","vordingborg","9.353","143","2.335","796","4","2 dag","1932"
"3.995.000 kr.","ringstedgade","126","4700","naestved","14.525","139","2.180","669","5","2 dag","1942"
"1.995.000 kr.","mads-nielsensvej","14","8870","langaa","14.184","151","2.371","1.045","5","2 dag","2009"
"2.495.000 kr.","snaerildvej","70","8300","odder","16.800","180","3.139","816","7","2 dag","1970"
"1.385.000 kr.",NA,NA,NA,NA,"6.325","131","1.987","930","5","2 dag","1870"
"10.995.000 kr.","fuglsangs-alle","24","7430","ikast","10.584","122","1.852","700","5","2 dag","1951"
"1.995.000 kr.","laerkevej","18","2600","glostrup","31.838","209","4.160","701","7","2 dag","1962"
"1.695.000 kr.","moerupsvej","3","8300","odder","19.625","138","2.556","365","5","2 dag","1907"
"1.250.000 kr.","vestergade","1","9530","stoevring","13.900","132","2.390","1.030","3","2 dag","1946"
"2.198.000 kr.","vejsgaardtoften","84","4241","vemmelev","15.694","233","3.264","1.002","8","2 dag","2008"
"1.998.000 kr.","herredsvejen","172","9500","hobro","8.318","129","1.416","1.866","4","2 dag","1912"
"23.500.000 kr.","hoejvangs-alle","41","6700","esbjerg","31.911","204","3.870","1.181","6","2 dag","2012"
"1.795.000 kr.","soetoften","24","8250","egaa","41.935","148","4.765","704","4","2 dag","1966"
"1.795.000 kr.","valmuevej","14","7600","struer","5.443","170","2.031","694","6","2 dag","1967"
"3.795.000 kr.","bispevaenget","102","6000","kolding","14.250","134","2.551","509","5","2 dag","1988"
"1.895.000 kr.","frejasvej","10","8464","galten","22.250","148","3.346","1.070","6","2 dag","1973"
"2.845.000 kr.","multebaervej","9","8410","roende","22.290","159","2.549","564","5","2 dag","2005"
"1.195.000 kr.","stidalsvej","38","8600","silkeborg","31.929","162","3.403","8.261","5","2 dag","1998"
"1.195.000 kr.","skovlunden","7","8783","hornsyld","14.982","178","2.056","1.005","5","2 dag","2008"
"2.095.000 kr.","rytterager","18","2791","dragoer","34.517","146","4.675","968","4","2 dag","1973"
"3.800.000 kr.","boejdenvejen","145","5750","ringe","4.190","133","1.192","1.576","3","2 dag","1960"
"6.995.000 kr.","stengaerdet","50","6705","esbjerg","10.290","139","2.150","602","3","2 dag","1977"
"2.195.000 kr.","slogsgaden","19","6372","bylderup","6.198","101","1.166","390","4","2 dag","1927"
"1.150.000 kr.","soevangsparken","32","5300","kerteminde","18.051","165","3.063","843","5","2 dag","2006"
"995.000 kr.","spiraeavej","25","8462","harlev","20.096","111","2.987","902","4","2 dag","1975"
"3.595.000 kr.","noerregade","21","9681","ranum","3.000","125","1.423","568","4","2 dag","1910"
"1.795.000 kr.","koegevej","53","4652","haarlev","7.409","88","1.848","1.000","5","2 dag","1877"
"1.895.000 kr.","wilstersvej","4","4180","soroe","28.674","164","5.673","643","6","2 dag","1911"
"2.195.000 kr.",NA,NA,NA,NA,"29.750","151","3.461","607","6","2 dag","2005"
"5.995.000 kr.","ravnbjergvej","6","9560","hadsund","10.319","165","1.808","764","6","2 dag","1989"
"5.295.000 kr.","ellevaenget","12","8600","silkeborg","15.670","173","3.357","844","4","2 dag","1973"
"895.000 kr.","jagtvej","4","9000","aalborg","33.199","188","5.326","739","6","2 dag","1937"
"645.000 kr.","ingstrupvej","37","8830","tjele","6.037","140","1.528","1.251","4","2 dag","1960"
"1.598.000 kr.","fagerlien","31","7000","fredericia","13.884","174","2.454","39.152","5","2 dag","1929"
"4.495.000 kr.","grundtvigsvej","9","6800","varde","14.237","179","2.651","796","7","2 dag","1968"
"3.298.000 kr.","skovdalvej","12","7430","ikast","10.507","235","2.046","16.914","5","2 dag","1927"
"1.395.000 kr.","niels-bohrs-alle","5","2860","soeborg","47.467","152","5.027","718","5","2 dag","1913"
"2.249.000 kr.","skovtoften","2","7100","vejle","23.363","162","2.999","1.003","5","2 dag","2007"
"6.195.000 kr.","bolettevej","3","9280","storvorde","21.697","145","2.838","907","5","2 dag","2004"
"495.000 kr.","stenholtgade","17","6092","soender","7.737","192","3.089","1.297","5","2 dag","1850"
"2.195.000 kr.","moellevej","35","4960","holeby","4.154","80","1.405","1.285","4","2 dag","1900"
"23.500.000 kr.","mortensgade","41","9440","aabybro","14.424","160","2.259","917","5","2 dag","1973"
"9.495.000 kr.","bertel-bruuns-vej","5","7000","fredericia","9.697","238","3.212","679","9","2 dag","1930"
"2.595.000 kr.",NA,NA,NA,NA,"17.218","136","1.936","745","5","2 dag","2000"
"1.998.000 kr.","masnedoevej","34","4760","vordingborg","17.755","93","1.797","775","4","2 dag","1897"
"1.695.000 kr.","noerreskov-huse","56","7100","vejle","20.623","121","2.353","733","4","2 dag","2014"
"2.295.000 kr.","byhoejtoften","54","8380","trige","24.957","169","3.378","794","5","2 dag","2021"
"2.095.000 kr.","smedegade","18","6240","loegumkloster","4.853","160","1.170","1.023","5","2 dag","1951"
"3.450.000 kr.","skovfennen","13","6360","tinglev","5.512","184","1.690","858","6","2 dag","1969"
"2.145.000 kr.","elme-alle","15","6040","egtved","9.009","135","2.038","904","4","2 dag","1969"
"22.950.000 kr.","magnoliavej","55","2000","frederiksberg","82.809","131","7.552","451","6","2 dag","1924"
"8.995.000 kr.","degnemarken","19","5892","gudbjerg","13.133","165","2.511","1.448","4","2 dag","1998"
"3.495.000 kr.","gyvelvej","18","9700","broenderslev","6.892","125","1.783","734","4","2 dag","1964"
"5.250.000 kr.","harndrup-skov","28","5463","harndrup","7.155","260","1.628","3.239","7","2 dag","1860"
"2.095.000 kr.","mosekrogen","4","7830","vinderup","7.500","101","1.282","700","4","2 dag","1964"
"3.498.000 kr.","kommandanten","14","2950","vedbaek","45.527","326","9.653","901","9","2 dag","1909"
"3.245.000 kr.",NA,NA,NA,NA,"14.165","107","1.836","785","6","2 dag","1966"
"2.895.000 kr.","strandvaenget","39","6000","kolding","25.762","166","3.057","674","8","2 dag","1964"
"8.250.000 kr.","hesselkaer","66","7100","vejle","17.292","176","4.318","1.467","6","2 dag","1979"
"1.495.000 kr.","rolighedsvej","12","3460","birkeroed","41.352","392","10.373","1.439","11","2 dag","1860"
"5.675.000 kr.","laesbjerg","7","7950","erslev","3.333","105","931","768","4","2 dag","1857"
"1.195.000 kr.","staermosevej","11","7120","vejle","21.124","244","4.692","952","6","2 dag","1969"
"5.895.000 kr.","frederik-christians-vej","7","6440","augustenborg","5.922","120","1.947","644","4","2 dag","1961"
"6.995.000 kr.",NA,NA,NA,NA,"1.412","340","1.989","1.965","8","2 dag","1960"
"6.495.000 kr.","klanghoej","1","8670","laasby","17.166","189","2.276","1.020","7","2 dag","2005"
"3.995.000 kr.","stejlehoejen","132","4700","naestved","17.713","179","2.761","995","5","2 dag","2012"
"1.995.000 kr.","christiansborgvej","23","8930","randers","14.979","118","2.192","899","4","2 dag","1913"
"1.350.000 kr.","roermosevej","3","4534","hoerve","11.232","142","1.701","750","4","2 dag","1827"
"850.000 kr.","rosnaesvej","65","4900","nakskov","5.437","165","1.654","802","5","2 dag","1979"
"1.975.000 kr.","skovstien","9","8382","hinnerup","26.462","172","3.355","1.103","5","2 dag","2018"
"995.000 kr.","carsten-hauchs-vej","8","3140","aalsgaarde","32.435","110","4.202","907","4","2 dag","1965"
"18.995.000 kr.","kogtvedvej","63","5700","svendborg","14.257","181","2.972","678","8","2 dag","1972"
"2.085.000 kr.","sjaellandsgade","16","7400","herning","18.342","157","2.203","780","4","2 dag","1930"
"695.000 kr.","bindeballevej","109","7183","randboel","7.316","89","1.168","770","3","2 dag","1966"
"998.000 kr.","brostykkevej","30","2650","hvidovre","31.122","183","4.964","638","5","2 dag","1924"
